id,event_type,event_cause,start_datetime,corridor_name,zone_name,latitude,longitude,priority,requires_road_closure,severity_score,cate,causal_delta,corridor_closure_rate,hour,time_of_day_factor,norm_causal_delta,norm_severity,norm_closure_rate,evitas_score,evitas_band
FKID007744,planned,construction,2024-01-13 11:33:06.861+00,Varthur Road,East Zone 1,12.9569897,77.7014448,High,True,3,1.5895515735931631,1.0282535041584029,0.11688311688311688,11,0.3,0.7127662885161854,0.9999999996666666,0.9659863865743801,78.8,ORANGE
FKID001211,planned,construction,2024-01-31 11:38:29.829+00,Varthur Road,Unknown,12.9568587,77.7012705,High,True,3,1.4621379113290283,1.028017224235455,0.11688311688311688,11,0.3,0.7126569966337543,0.9999999996666666,0.9659863865743801,78.8,ORANGE
FKID002017,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.98875447,77.47251828,Low,True,2,1.1624182121166005,1.6065164364979987,0.12099871959026888,12,0.3,0.9802432862529329,0.6666666664444444,0.9999999917354498,78.8,ORANGE
FKID000490,planned,construction,2024-02-05 11:23:01.315+00,Varthur Road,Unknown,12.9567617,77.7015267,High,True,3,1.5031685798922751,1.0280172242354564,0.11688311688311688,11,0.3,0.7126569966337548,0.9999999996666666,0.9659863865743801,78.8,ORANGE
FKID008061,unplanned,tree_fall,2024-01-24 08:28:44.513+00,Non-corridor,Unknown,12.9897527,77.6180398,Low,True,2,0.5520379781470447,0.9563176692837526,0.12099871959026888,8,1.0,0.6794921841842514,0.6666666664444444,0.9999999917354498,78.8,ORANGE
FKID001979,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.88032054,77.49681914,Low,True,2,1.285548447349711,1.6080513703989041,0.12099871959026888,12,0.3,0.9809532738529982,0.6666666664444444,0.9999999917354498,78.8,ORANGE
FKID007589,unplanned,vehicle_breakdown,2024-01-08 08:15:46.956+00,Non-corridor,South Zone 2,12.9342422,77.6297294,Low,True,2,0.7569373117672,0.9487351400821293,0.12099871959026888,8,1.0,0.675984865916598,0.6666666664444444,0.9999999917354498,78.7,ORANGE
FKID001896,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.88601305,77.50546757,Low,True,2,0.9485500839572127,1.5870463025772086,0.12099871959026888,12,0.3,0.9712373260306598,0.6666666664444444,0.9999999917354498,78.5,ORANGE
FKID004075,unplanned,vehicle_breakdown,2024-04-07 08:29:15.277+00,Mysore Road,Unknown,12.9582039,77.5542816,High,True,3,-0.5595348562419016,0.42563245261342786,0.11036339165545088,8,1.0,0.43402238046718844,0.9999999996666666,0.9121037901645934,78.4,ORANGE
FKID004085,planned,construction,2024-04-07 11:05:46+00,Varthur Road,Unknown,12.95691291,77.70135409,High,True,3,1.4255933548925617,1.0027684989134593,0.11688311688311688,12,0.3,0.7009781341853463,0.9999999996666666,0.9659863865743801,78.4,ORANGE
FKID004272,planned,construction,2023-11-29 19:57:23.621+00,Non-corridor,East Zone 2,13.0531351,77.6460729,Low,True,2,0.2516625205527252,0.9303102560239619,0.12099871959026888,19,1.0,0.6674623886905598,0.6666666664444444,0.9999999917354498,78.4,ORANGE
FKID001512,unplanned,vehicle_breakdown,2024-03-15 19:22:22.68+00,ORR North 1,Unknown,13.0079815,77.662382,High,True,3,-0.08737247247105692,0.7357448039627594,0.08,19,1.0,0.5774656414149434,0.9999999996666666,0.661164015699798,78.4,ORANGE
FKID007421,unplanned,vehicle_breakdown,2024-01-02 07:34:31.485+00,Non-corridor,Central Zone 2,12.9851151,77.5747389,Low,True,2,0.5059910641081709,0.9214548104058172,0.12099871959026888,7,1.0,0.6633662796801152,0.6666666664444444,0.9999999917354498,78.2,ORANGE
FKID007151,unplanned,vehicle_breakdown,2023-12-23 06:51:34.612+00,Mysore Road,Central Zone 2,12.9677656,77.5881059,High,True,3,0.4728738434782144,0.7795360198325669,0.11036339165545088,6,0.6,0.5977213802718465,0.9999999996666666,0.9121037901645934,78.2,ORANGE
FKID006420,unplanned,construction,2023-12-02 18:57:20.351+00,ORR North 1,East Zone 2,13.0189794,77.6560546,High,True,3,0.10824033106040112,0.7135945396236991,0.08,18,1.0,0.5672199800156963,0.9999999996666666,0.661164015699798,78.1,ORANGE
FKID005011,unplanned,tree_fall,2024-01-25 10:14:44.434+00,Non-corridor,Unknown,13.0132709,77.6484194,Low,True,2,0.9012444750259456,1.2809055923781285,0.12099871959026888,10,0.6,0.8296311578508244,0.6666666664444444,0.9999999917354498,78.0,ORANGE
FKID001135,planned,construction,2024-02-13 21:41:05.612+00,Mysore Road,Unknown,12.9641735,77.5698015,High,True,3,0.6282845484125816,0.765089576889536,0.11036339165545088,21,0.6,0.5910391411548701,0.9999999996666666,0.9121037901645934,77.9,ORANGE
FKID002040,unplanned,vehicle_breakdown,2024-02-27 02:09:49.289+00,Mysore Road,Unknown,12.9611979,77.558602,High,True,3,-0.05924621720691456,1.0427062463179588,0.11036339165545088,2,0.3,0.71945144135187,0.9999999996666666,0.9121037901645934,77.9,ORANGE
FKID006037,planned,construction,2023-11-18 11:30:46.482+00,Mysore Road,Central Zone 2,12.9633032,77.5807995,High,True,3,0.5415498473604627,1.0397051957970556,0.11036339165545088,11,0.3,0.7180632977609609,0.9999999996666666,0.9121037901645934,77.9,ORANGE
FKID005634,planned,public_event,2024-01-02 03:59:55.515+00,Mysore Road,West Zone 1,12.92125487,77.49435972,High,True,3,4.363577726506499,1.0287404849445523,0.11036339165545088,3,0.3,0.7129915427238306,0.9999999996666666,0.9121037901645934,77.7,ORANGE
FKID001934,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.8558344,77.52546483,Low,True,2,13.220420540263163,1.535450259061072,0.12099871959026888,12,0.3,0.9473714441921781,0.6666666664444444,0.9999999917354498,77.7,ORANGE
FKID006647,planned,construction,2023-12-09 00:05:46+00,Non-corridor,Central Zone 2,12.98872458,77.57410491,Low,True,2,1.6907664057640897,1.534077120243498,0.12099871959026888,12,0.3,0.9467362953215518,0.6666666664444444,0.9999999917354498,77.6,ORANGE
FKID004823,planned,construction,2023-11-23 20:10:38.669+00,Non-corridor,East Zone 2,13.0556221,77.6471416,Low,True,2,-0.04677951724592522,0.8850849338076763,0.12099871959026888,20,1.0,0.6465433002766666,0.6666666664444444,0.9999999917354498,77.6,ORANGE
FKID006648,planned,construction,2023-12-09 00:05:46+00,Non-corridor,Central Zone 2,12.98872458,77.57410491,Low,True,2,1.6907664057640897,1.534077120243498,0.12099871959026888,12,0.3,0.9467362953215518,0.6666666664444444,0.9999999917354498,77.6,ORANGE
FKID004564,unplanned,vehicle_breakdown,2023-11-15 20:45:10.025+00,Non-corridor,East Zone 2,13.0137217,77.7000983,Low,True,2,0.3887756854375737,0.8781975450005537,0.12099871959026888,20,1.0,0.6433575209756809,0.6666666664444444,0.9999999917354498,77.5,ORANGE
FKID001119,unplanned,vehicle_breakdown,2024-02-13 19:22:43.709+00,Non-corridor,Unknown,13.0198509,77.7095301,Low,True,2,0.38395951127844513,0.8792622278896206,0.12099871959026888,19,1.0,0.6438499927679798,0.6666666664444444,0.9999999917354498,77.5,ORANGE
FKID007378,unplanned,vehicle_breakdown,2023-12-31 05:08:51.21+00,Mysore Road,Central Zone 2,12.9636022,77.5779542,High,True,3,0.546696972977473,1.008515952376366,0.11036339165545088,5,0.3,0.703636633478514,0.9999999996666666,0.9121037901645934,77.4,ORANGE
FKID007487,planned,public_event,2024-01-04 21:06:15.166+00,Non-corridor,Central Zone 2,12.9688074,77.5679985,Low,True,2,0.8019351889027633,1.2384959449273991,0.12099871959026888,21,0.6,0.8100144669982743,0.6666666664444444,0.9999999917354498,77.4,ORANGE
FKID007231,unplanned,vehicle_breakdown,2023-12-26 20:27:46.431+00,Non-corridor,East Zone 1,12.9947151,77.7178932,Low,True,2,0.025410883215083946,0.8698758894520823,0.12099871959026888,20,1.0,0.6395083179266475,0.6666666664444444,0.9999999917354498,77.4,ORANGE
FKID001685,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.85687109,77.52988795,Low,True,2,13.220420540263163,1.5184032847421967,0.12099871959026888,12,0.3,0.939486322638804,0.6666666664444444,0.9999999917354498,77.4,ORANGE
FKID005166,unplanned,vehicle_breakdown,2024-01-29 07:18:12.522+00,ORR East 1,Unknown,12.9217289,77.6448719,High,True,3,-1.316527954100193,0.7312930198086272,0.07377049180327869,7,1.0,0.5754064572730485,0.9999999996666666,0.6096799325100596,77.3,ORANGE
FKID004904,unplanned,vehicle_breakdown,2024-01-24 09:22:59.97+00,Non-corridor,Unknown,13.0086799,77.6133782,Low,True,2,0.29418866219528894,0.8591221976244607,0.12099871959026888,9,1.0,0.6345341702789662,0.6666666664444444,0.9999999917354498,77.2,ORANGE
FKID007085,unplanned,vehicle_breakdown,2023-12-21 06:33:31.884+00,Mysore Road,Central Zone 2,12.9677394,77.587136,High,True,3,0.08897899482280981,0.7220312180638986,0.11036339165545088,6,0.6,0.5711223871973651,0.9999999996666666,0.9121037901645934,77.2,ORANGE
FKID007963,unplanned,vehicle_breakdown,2024-01-20 19:07:51.501+00,Non-corridor,Unknown,12.984708,77.5747886,Low,True,2,0.45341684639154306,0.8434566362825664,0.12099871959026888,19,1.0,0.6272880248298056,0.6666666664444444,0.9999999917354498,77.0,ORANGE
FKID002225,planned,construction,2024-03-19 11:38:52.247+00,Varthur Road,Unknown,12.9567539,77.7013119,High,True,3,1.381445408699203,0.9192656802493329,0.11688311688311688,11,0.3,0.6623536919295181,0.9999999996666666,0.9659863865743801,77.0,ORANGE
FKID003304,unplanned,road_conditions,2024-03-29 18:49:11.953+00,Mysore Road,Unknown,12.9612896,77.5866306,High,True,3,0.13958564453690117,0.3358902843148961,0.11036339165545088,18,1.0,0.39251191108648736,0.9999999996666666,0.9121037901645934,77.0,ORANGE
FKID000045,planned,construction,2024-01-30 21:21:10.303+00,Non-corridor,Unknown,13.0085677,77.6131497,Low,True,2,0.8654762957139585,1.2064942290543939,0.12099871959026888,21,0.6,0.7952119915058472,0.6666666664444444,0.9999999917354498,76.8,ORANGE
FKID006459,unplanned,construction,2023-12-03 18:41:26.51+00,ORR North 1,East Zone 2,13.0192745,77.6554942,High,True,3,0.3937923336413569,0.6277444290092118,0.08,18,1.0,0.5275097918671582,0.9999999996666666,0.661164015699798,76.7,ORANGE
FKID001840,planned,construction,2024-03-17 11:06:56.213+00,Varthur Road,Unknown,12.9568175,77.7011908,High,True,3,1.2385619225933922,0.8916923481320098,0.11688311688311688,11,0.3,0.6495995766648576,0.9999999996666666,0.9659863865743801,76.6,ORANGE
FKID002155,unplanned,vehicle_breakdown,2024-02-28 07:19:41.209+00,West of Chord Road,Unknown,13.0079374,77.5487917,High,True,3,0.18356310543341717,0.7892798680229764,0.06321839080459771,7,1.0,0.6022284221633762,0.9999999996666666,0.5224715641305875,76.5,ORANGE
FKID006315,planned,procession,2024-01-07 18:05:46+00,Non-corridor,Central Zone 2,12.9760586,77.58741676,Low,True,2,1.0118416027503883,1.445284339902893,0.12099871959026888,12,0.3,0.9056649677679887,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID004088,planned,construction,2024-01-07 12:05:46+00,Non-corridor,North Zone 1,13.01136787,77.64639437,Low,True,2,0.9728264838869968,1.4442445318286024,0.12099871959026888,12,0.3,0.9051840018848593,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID006030,planned,construction,2023-11-20 12:05:46+00,Non-corridor,Central Zone 2,12.98270768,77.57672935,Low,True,2,1.108663168156089,1.4452843399028925,0.12099871959026888,12,0.3,0.9056649677679884,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID002354,planned,construction,2024-03-20 12:05:46+00,Non-corridor,Central Zone 2,12.98425609,77.58240759,Low,True,2,1.108663168156089,1.4452843399028923,0.12099871959026888,12,0.3,0.9056649677679883,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID006812,unplanned,vehicle_breakdown,2023-12-14 17:25:46+00,Non-corridor,Central Zone 2,12.97378758,77.57801069,Low,True,2,1.6907664057640897,1.445284339902893,0.12099871959026888,12,0.3,0.9056649677679887,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID007636,planned,construction,2024-01-10 12:05:46+00,Non-corridor,Central Zone 2,12.97424076,77.57447362,Low,True,2,1.6907664057640897,1.445284339902893,0.12099871959026888,12,0.3,0.9056649677679887,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID002486,planned,construction,2024-01-19 12:05:46+00,Non-corridor,Central Zone 2,12.98324679,77.57715769,Low,True,2,1.108663168156089,1.4452843399028925,0.12099871959026888,12,0.3,0.9056649677679884,0.6666666664444444,0.9999999917354498,76.2,ORANGE
FKID007125,unplanned,vehicle_breakdown,2023-12-23 06:42:58.45+00,Mysore Road,West Zone 1,12.9364699,77.5198595,High,True,3,0.5430101397561263,0.6498163114770936,0.11036339165545088,6,0.6,0.537719197531501,0.9999999996666666,0.9121037901645934,76.1,ORANGE
FKID003593,unplanned,vehicle_breakdown,2024-04-03 01:25:12.551+00,Mysore Road,Unknown,12.9604335,77.5592518,High,True,3,0.05507814631336335,0.9329000745623384,0.11036339165545088,1,0.3,0.6686603158765982,0.9999999996666666,0.9121037901645934,76.1,ORANGE
FKID002664,unplanned,road_conditions,2024-03-06 21:18:52.719+00,Mysore Road,Unknown,12.9641603,77.5698017,High,True,3,0.4063944261433472,0.6547379548432537,0.11036339165545088,21,0.6,0.5399957162531582,0.9999999996666666,0.9121037901645934,76.1,ORANGE
FKID000737,planned,public_event,2024-02-07 18:05:46+00,Non-corridor,Unknown,12.98709566,77.61905384,Low,True,2,1.376577774743582,1.4325935591139092,0.12099871959026888,12,0.3,0.8997948146688806,0.6666666664444444,0.9999999917354498,76.0,ORANGE
FKID006606,unplanned,vehicle_breakdown,2023-12-08 04:19:34.845+00,Mysore Road,Central Zone 2,12.9633886,77.5834722,High,True,3,0.1930309103091878,0.9260367279240547,0.11036339165545088,4,0.3,0.6654856573422749,0.9999999996666666,0.9121037901645934,76.0,ORANGE
FKID002813,unplanned,water_logging,2024-03-07 06:31:55.411+00,Mysore Road,Unknown,12.9525255,77.5413111,High,True,3,0.08438429976740937,0.642034784289965,0.11036339165545088,6,0.6,0.5341198322368953,0.9999999996666666,0.9121037901645934,75.9,ORANGE
FKID000988,planned,construction,2024-03-12 17:17:35.689+00,Non-corridor,Unknown,13.0488014,77.4969913,Low,True,2,4.3896206949584835,0.7759552915050094,0.12099871959026888,17,1.0,0.5960651052294692,0.6666666664444444,0.9999999917354498,75.9,ORANGE
FKID003027,unplanned,water_logging,2024-03-26 05:15:48.808+00,Mysore Road,Unknown,12.9634044,77.567458,High,True,3,0.08087497983786594,0.916291917610371,0.11036339165545088,5,0.3,0.660978170418165,0.9999999996666666,0.9121037901645934,75.9,ORANGE
FKID006163,unplanned,vehicle_breakdown,2023-11-22 19:44:17.094+00,ORR East 1,South Zone 2,12.9246233,77.6495417,High,True,3,0.17245733747011885,0.6437886146337979,0.07377049180327869,19,1.0,0.5349310709462659,0.9999999996666666,0.6096799325100596,75.9,ORANGE
FKID005833,planned,construction,2023-11-11 18:05:46+00,Non-corridor,Central Zone 2,12.9817242,77.5700018,Low,True,2,0.5233950806249349,1.417736266037373,0.12099871959026888,12,0.3,0.8929225357722747,0.6666666664444444,0.9999999917354498,75.8,ORANGE
FKID000898,planned,construction,2023-11-12 12:05:46+00,Non-corridor,Central Zone 2,12.98506103,77.57213473,Low,True,2,1.6907664057640897,1.4177362660373718,0.12099871959026888,12,0.3,0.8929225357722741,0.6666666664444444,0.9999999917354498,75.8,ORANGE
FKID001522,unplanned,road_conditions,2024-02-18 08:03:00.968+00,Non-corridor,Unknown,13.0161243,77.7092002,Low,True,2,0.6642948242304153,0.7739962432103644,0.12099871959026888,8,1.0,0.5951589424322916,0.6666666664444444,0.9999999917354498,75.8,ORANGE
FKID007173,planned,public_event,2023-12-27 02:05:46+00,Non-corridor,Central Zone 2,12.98205505,77.56489837,Low,True,2,0.17209934679538055,1.4177362660373733,0.12099871959026888,12,0.3,0.8929225357722749,0.6666666664444444,0.9999999917354498,75.8,ORANGE
FKID000894,planned,construction,2023-11-12 12:05:46+00,Non-corridor,Central Zone 2,12.98506103,77.57213473,Low,True,2,1.6907664057640897,1.4177362660373718,0.12099871959026888,12,0.3,0.8929225357722741,0.6666666664444444,0.9999999917354498,75.8,ORANGE
FKID001734,planned,public_event,2024-02-18 21:05:46+00,Non-corridor,Unknown,13.01495345,77.65422187,Low,True,2,0.9728264838869968,1.4144149518541267,0.12099871959026888,12,0.3,0.8913862534055649,0.6666666664444444,0.9999999917354498,75.7,ORANGE
FKID003918,unplanned,water_logging,2024-04-06 06:45:24.093+00,Mysore Road,Unknown,12.9572507,77.5521754,High,True,3,-0.3490870859579524,0.6200234937219407,0.11036339165545088,6,0.6,0.5239384535107404,0.9999999996666666,0.9121037901645934,75.6,ORANGE
FKID003942,unplanned,water_logging,2024-04-06 07:09:22.808+00,Mysore Road,Unknown,12.9639906,77.5821037,High,True,3,0.050851481453264444,0.25080609878143956,0.11036339165545088,7,1.0,0.35315600354233884,0.9999999996666666,0.9121037901645934,75.6,ORANGE
FKID005846,unplanned,vehicle_breakdown,2023-11-12 06:38:48.097+00,Mysore Road,West Zone 2,12.9557995,77.5458224,High,True,3,0.5663836287173769,0.6200972773345867,0.11036339165545088,6,0.6,0.5239725823094046,0.9999999996666666,0.9121037901645934,75.6,ORANGE
FKID001687,planned,vip_movement,2024-03-17 22:05:46+00,Non-corridor,Unknown,12.88331909,77.54850021,Low,True,2,0.6224503960657485,1.4021835591179497,0.12099871959026888,12,0.3,0.885728591424751,0.6666666664444444,0.9999999917354498,75.5,ORANGE
FKID007660,planned,construction,2024-01-10 21:20:49.556+00,Non-corridor,Central Zone 2,12.9743854,77.5747985,Low,True,2,1.157947740025709,1.122204116479464,0.12099871959026888,21,0.6,0.7562233844387867,0.6666666664444444,0.9999999917354498,75.5,ORANGE
FKID007932,planned,construction,2024-01-19 10:25:53.849+00,Non-corridor,Unknown,13.0146761,77.5727254,Low,True,2,1.4893429993559124,1.116642418709093,0.12099871959026888,10,0.6,0.7536508069161031,0.6666666664444444,0.9999999917354498,75.4,ORANGE
FKID003257,unplanned,tree_fall,2024-03-29 07:07:59.688+00,West of Chord Road,Unknown,12.9950833,77.5508717,High,True,3,0.5213746791014867,0.7152978912178987,0.06321839080459771,7,1.0,0.5680078696503704,0.9999999996666666,0.5224715641305875,75.3,ORANGE
FKID000433,planned,public_event,2024-02-03 22:05:46+00,Non-corridor,Unknown,12.90731581,77.6955824,Low,True,2,0.7772932154486053,1.3869864465436146,0.12099871959026888,12,0.3,0.878699128150658,0.6666666664444444,0.9999999917354498,75.3,ORANGE
FKID000437,planned,public_event,2024-02-03 22:05:46+00,Non-corridor,Unknown,12.90730454,77.69558165,Low,True,2,0.7772932154486053,1.3869864465436146,0.12099871959026888,12,0.3,0.878699128150658,0.6666666664444444,0.9999999917354498,75.3,ORANGE
